842,Neha creates daughter's Instagram account as she turns 10 months old,"Actress Neha Dhupia has created an Instagram account of her daughter, Mehr, after she turned 10 months old on Wednesday. Neha also shared the pictures of Mehr on Instagram and captioned, ""May the sun always shine on you... may your head always be high...your ponytail even higher...our baby girl."" Neha gave birth to Mehr in November last year.",Times Now,"Neha Dhupia has shared the first look of her daughter Mehr Dhupia Bedi on social media and fans are totally in love with the ""cutie pie"".The actress took to Instagram on Wednesday to share a GIF and a photo of her 10-month old daughter. The photo, taken from behind the child, shows her playing all by herself. The baby is clad in a white frock and has her hair tied in a high ponytail.Happy mom Neha captioned: ""May the sun always shine on you ... may the love in your heart be deeper than the depths of the ocean ... may your head always be high, and your head always be high and your ponytail even higher...our baby girl ... #10months today ... @mehrdhupiabedi? @angadbedi"". The actress also created Mehr's very own Instagram account today. 
One fan commented: ""When r u going to show this cutie face??""Another posted, ""Awwwwww mam please post her face pic. Please please eagerly wanted to see her pic"".Mehr is Neha Dhupia and Angad Bedi's first child. The lovebirds tied the knot in May last year and welcomed their daughter Mehr in November.",https://www.timesnownews.com/entertainment/news/people/article/neha-dhupia-creates-daughter-mehrs-instagram-account-as-she-turns-10-months-old/491213?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
847,Mountain lion breaks into US family's house; police shares pic,"A family in California, US called the sheriff's office after a mountain lion broke into their house. ""He...ended up cornered in a bathroom,"" the sheriff's office wrote while adding that the deputies broke the window to coax the animal out. They also shared a video of its rescue along with a picture on Facebook.",The Guardian,The big cat wandered into the home in the Sierra Nevada foothills and took refuge in the bathroom before being coaxed out,https://www.theguardian.com/us-news/2019/sep/18/california-mountain-lion-home-bathroom-sonora?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
849,Covering a journey of 2 hrs in 20 mins: Akshay on taking metro ride,"Actor Akshay Kumar on Wednesday shared a video, which shows him taking a ride in a metro in Mumbai. ""Travelled #LikeABoss from Ghatkopar to Versova beating the peak hours traffic,"" he wrote in the caption. Akshay revealed in the video that the journey by metro would take him only 20 minutes, as compared to a 2-hour journey by road.",The Quint,"Bollywood actor Akshay Kumar just did what most Bollywood celebrities wouldn’t dare to - he took the Mumbai Metro! The actor took to Twitter to share a selfie video in which he elaborates on his experience.In the video, Akshay explains how he ended up in the metro. He says, “I was shooting in Ghatkopar. I wanted to go to Versova and my map said that it would take me 2 hours and 5 minutes. So my director, Raj, who has directed Good News, suggested we take the metro instead.”“I am quietly standing here in a corner. I think some people have recognised me. I’ll show you how it is,” he adds. Akshay then also flips the camera and gives us a glimpse of the crowded metro.He further says that it takes the metro only twenty minutes to cover the said distance.  He also says, “This is the only transportation on an elevation so no matter how much it rains, the metro will not be affected.”Finally he concludes by thanking Raj for the adventurous idea and signs off with a goodbye.Watch the video here:Akshay’s upcoming film Good News also stars Kareena Kapoor Khan, Diljit Dosanjh, and Kiara Advani. The comedy pairs Kareena and her Kambakkth Ishq co-star Akshay, and Diljit and Kiara who play two married couples who are trying to have a baby. It will release on 6 December.Also Read : Akshay Kumar Pays Tribute to Sikh Martyrs on Saragarhi Day(The Quint will no longer be on WhatsApp, owing to changes in its policies regarding news publishers. You can now get the latest news updates on our Telegram channel. For handpicked stories every day, subscribe to us on Telegram.)",https://www.thequint.com/entertainment/celebrities/akshay-kumar-mumbai-metro-ride-video-good-news?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
852,"FB, Instagram to restrict cosmetic surgery, diet product posts","Facebook-owned Instagram has announced that the two platforms have started restricting some cosmetic surgery and diet product posts from September 18. The new rules will result in age restrictions being applied to some posts and other posts being removed entirely. ""This policy is part of our ongoing work to reduce the pressure that people can sometimes feel,"" Instagram said.",Engadget,"You'll soon see fewer ads for ""flat tummy"" tea and lip fillers on Instagram. The social media platform announced today that it is tightening restrictions on posts related to diet products and cosmetic surgery. The new rules -- first reported in the London Evening Standard -- will apply to both Facebook and Instagram, and will result in age restrictions being applied to some posts and other posts being removed entirely.The social media platforms will ban posts promoting dubious weight loss products that are linked to a commercial offer (like a discount code). Furthermore, both will restrict users who are under 18 years old from viewing content that promote the use of certain weight loss products and cosmetic procedures.Instagram's public policy manager, Emma Collins, said in an interview with the London Evening Standard that the platform worked with external experts to make this change without ruining the spirit of Instagram. ""We want Instagram to be a positive place for everyone that uses it and this policy is part of our ongoing work to reduce the pressure that people can sometimes feel as a result of social media,"" said Collins.Dr. Ysabel Gerrard, a professor at the University of Sheffield and one of the outside experts Instagram consulted prior to the change, tweeted that she worked with a team of academics, activists and practitioners, including actress Jameela Jamil. According to Gerrard, Instagram will remove posts that make a ""miraculous claim"" about a diet or weight loss product. Users will also be able to report posts they believe are in violation of the rules.""Miraculous claims means they aren't sustainable. Products like skinny teas, these have been publicly criticised as they offer short term solutions to something that naturally takes a lot longer. It's hard to blame social media solely for influencing eating disorders, but the content we see on social media is a contributing factor to how we feel about our bodies,"" said Gerrard in an interview with the London Evening Standard.Gerrard told Engadget that she does anticipate pushback from companies that hawk such products over the policy change. ""I do anticipate pushback from companies or individuals who sell these products, but they must act responsibly and re-shape their products and marketing techniques to optimise people's safety,"" said Gerrard in a direct message on Twitter. She also added that she did not get paid for her work with Instagram.Numerous studies have suggested that Instagram may be a contributing factor to eating disorders and depression among teenagers. The social media platform has also been blamed for a rise in interest in plastic surgery -- such as fillers and Botox -- among younger individuals.",https://www.engadget.com/2019/09/18/instagram-will-restrict-posts-on-cosmetic-surgery-and-diet-prod/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
853,Microsoft to buy back up to $40 billion in stock,"Microsoft has announced that its board has approved a share buyback programme of up to $40 billion. The software giant also declared a quarterly dividend of 51 cents per share, 11% higher than the preceding quarter. It returned $7.7 billion to shareholders in the form of share repurchases and dividends in the fourth quarter of its fiscal year 2019.",Reuters,"(Reuters) - Microsoft Corp (MSFT.O) said on Wednesday its board had approved a new share repurchase programme of up to $40 billion and raised its quarterly dividend. The company’s shares rose 1.3% to $140.35 in after-market trading. Microsoft, which said it would hold its annual shareholders meeting on Dec. 4, also declared a quarterly dividend of 51 cents per share, 11% higher than the preceding quarter. The repurchase programme, which has no expiration date, may be terminated at any time. The Redmond, Washington-based company returned $7.7 billion to shareholders in the form of share repurchases and dividends in the fourth quarter of fiscal year 2019. Reporting by Debroop Roy in Bengaluru; Editing by Shounak Dasgupta",https://in.reuters.com/article/microsoft-buyback/microsoft-approves-40-billion-share-repurchase-program-idINKBN1W32S3?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
856,Ex-Flipkart employees' fintech startup Groww raises $21 million,"Bengaluru-based online investments startup Groww has raised over $21 million in a Series B funding round led by US-based VC firm Ribbit Capital. The funding round saw participation from existing investors Sequoia India and Y Combinator. Launched in 2017 by former Flipkart employees Lalit Keshre, Harsh Jain, Neeraj Singh and Ishan Bansal, Groww operates in the direct mutual funds' space.",YourStory,"Bengaluru-based wealth management platform Groww, on Thursday, raised $21.4 million as a part of its Series B funding round led by US-based VC firm Ribbit Capital along with participation from existing investors Sequoia India and Y Combinator.According to the startup, Groww will use these funds to double its employee count to 200 plus, and hire across functions of engineering, product, and growth teams. The company also aims to use a significant portion of the capital to fortify tech capabilities and build super scalable infrastructure for investing.A part of the funding is expected to be used for compliance purposes.Lalit Keshre, Co-founder and CEO, Groww, said,Founders of Groww(L to R): Ishan Bansal, Lalit Keshre, Neeraj Singh, and Harsh JainMicky Malka, Founder of Ribbit Capital, said,Groww has been raising new funds over the last year. It raised $6.2 million in Series A funding led by Sequoia Capital earlier this January. Prior to that, it raised $1.6 million in funding led by Insignia Ventures Partners, Lightbridge Partners, Kairos, and others. Incorporated in 2016, the startup was started by four ex-Flipsters Lalit Keshre, Harsh Jain, Neeraj Singh, and Ishan Bansal, to help users invest in mutual funds directly.The platform has more than 2.5 million users across India, with 60 percent of them coming from outside of the top six cities. Lalit also claims that two-third of their customers are first time investors (in online financial instruments) and continue to be between the ages 25 and 40. Additionally, it has directly partnered with close to 36 to 40 AMCs. On Groww, Ashish Agrawal, Principal, Sequoia Capital India LLP, added,In the next one year, Groww is looking to introduce three to four newer investment products on its platform. This will include tapping into ETFs and other asset classes. The founders also state that they are looking to launch ‘Digital Gold’, on the platform.   (Edited by Saheli Sen Gupta)",https://yourstory.com/2019/09/funding-fintech-groww-ribbit-capital-sequoia-india-y-combinator?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
857,"Youngsters want gadgets over cars as they have Ola, Uber: Bhargava","Maruti Suzuki Chairman RC Bhargava has said youngsters would rather buy gadgets than cars as they find shared mobility like Ola and Uber economical. ""So, what Finance Minister said is 100% correct,"" Bhargava added. ""Today, a youngster wants to buy a nice smartphone and wants to meet his friends at a restaurant and have a good time,"" he further said.",Livemint,"There is no division and Siam has said that a cut is needed. My point is different in a sense that I don’t want a temporary cut. Many people have talked of a temporary cut and that does not help. My bigger question is which I would like the economists in the finance and other ministries to work out that if the auto industry has to grow, what will be the growth rate that they would like the industry to achieve. For that, what will be the pricing structure? It not only includes just taxes bit, also cost of production due to the cost of inputs, infrastructure or compliances.",https://www.livemint.com/companies/news/youngsters-today-find-shared-mobility-economical-says-maruti-s-bhargava-1568826400678.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
858,SoftBank CEO took $3-bn loan to invest in Vision Fund: Bloomberg,"SoftBank Group's Founder and CEO Masayoshi Son loaned himself around $3 billion to invest in the Japanese conglomerate's first, $100-billion Vision Fund, Bloomberg reported citing sources. The 62-year-old has pledged 38% of his stake in the Japanese firm as collateral for personal loans from 19 banks, regulatory filings revealed. The loan was swapped for equity in the fund, Bloomberg added.",Bloomberg Quint,"(Bloomberg) -- Masayoshi Son, who built a $15.2 billion fortune investing in tech startups like Alibaba Group Holding Ltd., is betting on himself more than ever, even as his empire shows signs of vulnerability.The SoftBank Group Corp. founder has pledged 38% of his stake in the Japanese firm as collateral for personal loans from 19 banks, including Credit Suisse Group AG and Julius Baer Group Ltd., according to a June regulatory filing. That’s up from 36% at the start of the year and triple the level in June 2013.“It lets him monetize a large share of his wealth without foregoing influence over the firm,” said Michael Puleo, assistant professor of finance at Fairfield University’s Dolan School of Business in Connecticut. “But there’s an elevation of crash risk. If the share price falls low enough, he could get a margin call and that could be pretty costly.”The structure highlights the extent of Son’s exposure to SoftBank and its $100 billion Vision Fund. Shares in the Japanese conglomerate have been rocked recently by the postponement of WeWork’s initial public offering. The delay came after the office-rental unicorn was being marketed at a steep discount to the $47 billion figure that the Tokyo-based conglomerate invested at earlier this year. That’s spooked investors, who’ve sent SoftBank’s shares down 4.6% this week through Thursday as the listing unraveled, knocking about $700 million off Son’s net worth. The stock has still advanced 26% this year.Son, 62, also has leveraged his stake in the Vision Fund, which invests in tech startups. That boosts his returns if things go well, with outsized losses if they don’t. Uber Technologies Inc.’s falling market capitalization and WeWork’s travails are set to dent the 62% return on the fund that SoftBank reported through March.“There is a danger in companies where the founder calls all the shots regardless of whether there are loans,” said Robert Pozen, a senior lecturer with the MIT Sloan School of Management in Boston. “And when founders borrow a lot against their shares, they might be more tempted to make riskier decisions,” he said, adding that borrowing against 5% of one’s stake is usually considered prudentd.SoftBank’s compensation plan also involves a lot of debt. Son loaned himself around $3 billion to invest in the first Vision Fund, according to people with knowledge of the matter, who asked not to be identified because the information isn’t public. Using loans for a private investment compounds Son’s risk because he would be less able to bail himself out if things go south, Pozen said.The loan was swapped for equity in the fund and will generate profits when deals make money -- and losses when they don’t. Vision Fund employees, including high-profile bankers and investors, receive base salaries and bonuses, but only get payouts when profits are booked.It’s unclear how much of this compensation will be reported in SoftBank’s next annual report. Son’s pledged shares, which currently have a market value of $9 billion, are excluded from his net worth calculation by the Bloomberg Billionaires Index. SoftBank spokeswoman Hiroe Kotera declined to comment.SoftBank is planning to lend as much as $20 billion to its employees to buy stakes in a second venture capital fund, the people said. Son may account for over half of the employee investment pool, they said.Pledged shares have become an increasingly common way for founders to unlock the value of a stake without selling shares. Larry Ellison has a history of pledging Oracle Corp. stock to fund a lavish lifestyle, which includes trophy properties, America’s Cup teams and the Indian Wells tennis tournament. About 27% of his Oracle shares -- worth more than $16 billion -- are currently pledged. Elon Musk has pledged about 40% of his stake in Tesla Inc., according to a May 2019 filing.Still, the move comes with risks. “If the price of our common stock were to decline substantially, Mr. Musk may be forced by one or more of the banking institutions to sell shares of Tesla common stock to satisfy his loan obligations if he could not do so through other means. Any such sales could cause the price of our common stock to decline further,” Tesla warned in a filing.The risk-loving Son, who saw $70 billion wiped from his fortune in the dot-com crash, is unlikely to be fazed. He told shareholders at the company’s June meeting that SoftBank’s investment portfolio could grow 33-fold to 200 trillion yen ($1.8 trillion) in 20 years.©2019 Bloomberg L.P.",https://www.bloombergquint.com/business/softbank-founder-s-leveraged-fortune-vulnerable-to-wework-woes?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
865,Trudeau apologises after pic shows him in brownface makeup at party,"Canadian PM Justin Trudeau on Wednesday apologised for wearing brownface makeup to an 'Arabian nights' theme party at a school where he taught 18 years ago. Stating it was a ""racist thing to do"", Trudeau said, ""I'm deeply sorry I did that."" A photograph of Trudeau with brown makeup on his face, neck and hands was published by TIME magazine.",The Guardian,"Canadian prime minister says he deeply regrets image from 2001 party, which emerges weeks out from election",https://www.theguardian.com/world/2019/sep/19/justin-trudeau-brownface-canada-pm-apologises-after-image-emerges?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
867,My dad watched trailer of Made In China before he passed away: Rao,"During the trailer launch of his upcoming film 'Made In China', Rajkummar Rao revealed that he made his father watch the trailer in the hospital. ""I requested Dinesh Vijan (producer) and I asked him I want to show my trailer to my father...I was so happy, he saw the trailer,"" he added. Rao's father passed away earlier this month.",Times Now,"At the trailer launch of his upcoming film Made In China, Bollywood actor Rajkummar Rao had an emotional moment after he was asked about his late father. The actor was asked as to how is he coping with his father's demise, to which, Rajkummar had an emotional response. The actor tried to fight back his tears as he answered the question.In the photographs, that have now been shared on social media, we see an emotional Rajkummar trying to put a strong front while answering the question. The actor's father Satyapal Yadav passed away earlier this month. He was 60 years old.Opening up about his father's demise, Rajkummar shared that it's a loss that stays with you. He recalled how he resumed the work when his mother passed away during the shoot of Newton and shared that after his father's death, he got back to the sets of Roohi Afza on the next day itself. ""Because my parents are really proud of me for being an actor, and that's the only thing they wanted me to do, which gave them so much happiness,"" he said at the trailer launch.   He further shared how he made his father watch the trailer of Made In China in the hospital. ""But, I am so glad, when my father was in the hospital and the trailer was just getting ready. I requested Dinoo (producer) and I asked him I want to show my trailer to my father because you know... the doctors were saying things. He was so kind, he sent me the link... and I was so happy, he saw the trailer. And I am sure he will watch the film as well, his blessings are there,"" said an emotional Rajkummar.  Rajkummar's father was unwell and was admitted in a hospital for over 17 days. He breathed his last on September 5 and the last rites were performed in Gurugram and he was cremated in the presence of his closest friends and family members.   But Rajkummar, dedicated to his professional commitments, is back at his work with the promotions of his upcoming film. On the film front, Made In China, co-starring Mouni Roy, is slated to release on October 25. The actor, along with his co-star, answered all the questions related to the film during the media interactions at an event held in Mumbai.   Post Made In China, Rajkummar will also grace the big screen in Hansal Mehta's Turram Khan and Hardik Mehta's Roohi Afza. ",https://www.timesnownews.com/entertainment/news/people/article/video-rajkummar-rao-gets-emotional-recalls-making-his-late-father-see-made-in-china-trailer-in-the-hospital/490972?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
870,"Ranveer named Best Actor, Alia wins Best Actress award at IIFA 2019","Ranveer Singh was named Best Actor for 'Padmaavat', while Alia Bhatt received the Best Actress award for 'Raazi' at the 20th IIFA Awards held in Mumbai. The awards for Best Supporting Actor and Best Supporting Actress went to Vicky Kaushal and Aditi Rao Hydari for 'Sanju' and 'Padmaavat', respectively. This was the first time IIFA Awards were held in India.",SpotboyE,"IIFA 2019 was one eventful night and saw many big stars in attendance. Yes, despite the heavy rains in Mumbai, celebs showed up at IIFA 2019. Many Bollywood celebs like Ayushmann Khurrana, Vicky Kaushal, Ranveer Singh, Sara Ali Khan and many others graced the event. While the performances were great, the winners' list time, too is quite interesting. Ayushmann Khurrana’s Andhadhun ruled the nominations list in most of the categories and it even won a handful of awards. Alia Bhatt’s Raazi too was no behind. Here's the complete list of winners. 

Best Film - Raazi


Best Actor (Female) - Alia Bhatt for Raazi

Best Actor (Male) - Ranveer Singh for Padmaavat.

Best Director - Sriram Raghavan for Andhadhun. 


20 Years Best Actor (Female) - Deepika Padukone. 


20 Years Best Actor (Male) - Ranbir Kapoor. 

Best Supporting Actor (Female) - Aditi Rao Hydari for Padmaavat.


Best Supporting Actor (Male) - Vicky Kaushal for Sanju. 


Best Debut Award (Female) - Sara Ali Khan for Kedarnath.

Best Debut Award (Male) - Ishaan Khatter for Dhadak.

Best music in the last 20 years - Pritam 

Outstanding performance by a director in last 20 years - Rajkumar Hirani for 3 Idiots.


Best Music - Sonu Ke Titu Ki Sweety.

Best Story Award - AndhaDhun.

Lifetime Achievement Award - Legendary actor and comedian Jagdeep Jaffery.


Best Lyrics - Amitabh Bhattacharya for Dhadak.


Best Playback Singer (Male) - Arijit Singh for Ae Watan from Raazi. 


Best Playback Singer (Female) - Harshdeep Kaur for Dilbaro from Raazi.




Stay tuned to get the full list. 



Image Source: imdb",https://www.spotboye.com/bollywood/news/iifa-awards-2019-winners-list-best-actor-best-actress-best-movie-best-director-and-best-song-of-20th-iifa-awards/5d826540129cf94c9107f175?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
872,"Schools shut in Mumbai, Thane, Konkan amid heavy rain warning","All schools and junior colleges in Maharashtra's Mumbai, Thane and Konkan region would remain closed on Thursday in view of the heavy rainfall warning by the India Meteorological Department, state's Minister of School Education Ashish Shelar announced. He added that the decision to keep schools open in other parts would be taken by their District Collectors based on local conditions.",India.com,"New Delhi: All schools junior colleges in Mumbai and adjoining areas including will remain shut on Thursday in view of the ‘extremely heavy’ rains predictions by the Indian Meteorological Department (IMD).Taking to Twitter, Maharashtra Education minister Ashish Shelar announced the state government’s decision to declare a holiday for schools and junior colleges in Mumbai, Thane and Konkan region.“In view of heavy rainfall forecasts, a holiday is declared for all schools & junior colleges in Mumbai, Thane and Konkan region today. District collectors in other parts of Maharashtra to decide, based on local conditions,”  Shelar tweeted.In view of heavy rainfall forecasts. As a precautionary measure, holiday is declared for all schools & junior colleges in Mumbai, Thane, Konkan region for today 19 Sep 2019. District collectors in other parts of Maharashtra to decide, based on local conditions. #rain— ashish shelar (@ShelarAshish) September 18, 2019He further said that after taking conginsance of local conditions, the district collectors in other parts of Maharshtra will decide whether schools will remain closed or not on Friday.Issuing a red alert, the IMD has also predicted very heavy rainfall till September 21. Besides, Mumbai, the IMD has also forecast downpour for isolated places like Palghar, Thane, and Raigad districts.The Brihanmumbai Municipal Corporation (BMC) has warned the locals to take precautions and avoid venturing into beaches and other vulnerable areas.",https://www.india.com/news/india/mumbai-rains-schools-junior-colleges-to-remain-closed-today-amid-downpour-warning-3777511/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
873,Govinda has ruled B'wood: Chunky on actor's claim of not getting his dues,"Speaking about Govinda's claim that he didn't get his dues in the industry, Chunky Panday said, ""He has ruled [Bollywood] since like 1991. He has had the greatest run."" ""He has enjoyed great superstardom. He has got his dues. But we want to see him more,"" Chunky added. He further said there's no better actor than Govinda in the country.",Pinkvilla,"Chunky Panday will next be seen in Prasthanam. The actor worked in several films with Govinda in his peak years and even delivered a blockbuster with Aankhen, which was directed by David Dhawan. While Govinda and Chunky's camaraderie is definitely missed on-screen today, we asked Chunky on the two sharing screen space again perhaps in Aankhen 2, if at all it is ever made. To this, Chunky, in an exclusive chat with PINKVILLA said, ""I would love Aankhen 2 to happen. I would have Govinda and I play these two brothers and having kids who can take it forward. It would be a great combination.""Chunky added, ""I get very excited when I see Govinda on-screen. I love him. What a great actor, there is no better actor than him in the country. He is outstanding. Even his recent body of work, whatever he is doing, I find him really entertaining."" Interestingly, we mentioned Govinda claiming that the actor did not receive his dues in the film industry. To this, a baffled Chunky stated, ""Why? He has ruled it. There was a time when Shah Rukh Khan was giving all those big hits and then Govinda was also giving hits along with him. He has ruled it since like 1991, from say Shola Aur Shabnam till mid-2000s, from there he hasn’t looked back I think. He has had the greatest run.""He concluded, ""He has enjoyed great superstardom. He has got his dues. But we want to see him more. To stand up against Amitabh Bachchan in 'Bade Miyan Chote Miyan', you need to be a good actor to be able to do that. I am a Big B fan. I have learnt so much from Govinda.""",https://www.pinkvilla.com/entertainment/exclusives/exclusive-chunky-panday-reacts-govindas-claim-not-getting-his-dues-film-industry-474662?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
874,"Akshay shares pics of autorickshaw covered with plants, praises driver","Actor Akshay Kumar on Wednesday shared pictures of an autorickshaw covered with plants that he clicked while he was on his way to his shoot. ""Extremely proud of him and his efforts to go green in his own little way. #GreenWorld,"" he added. The tweet received comments like 'Every effort counts' and 'Great effort in...packed city'.",Times Now,"Akshay Kumar has been championing the cause of maintaining a greener environment and protecting nature. Hence, on his way to work today, when he saw an auto-rickshaw driver following the same principle, he couldn’t resist appreciating the effort. The Bollywood actor clicked photos of the auto-rickshaw and shared them on his social media handles. The actor posted two photos of the rickshaw with the caption, “A little bit of green to take away your blues. Came across this pleasant sight of an auto-rickshaw covered with plants on the way to shoot today.  Extremely proud of him and his efforts to go green in his own little way.  #GreenWorld.”
A little bit of green to take away your blues Came across this pleasant sight of an auto-rickshaw covered with plants on the way to shoot today. Extremely proud of him and his efforts to go green in his own little way. #GreenWorld pic.twitter.com/EKLAoITwFhSeveral fans echoed Akshay’s sentiments and shared their comments on his feed. One person wrote, “Save nature...nature will save you.” Another fan commented, “What a wonderful idea. wish we could all do our bit.”Akshay has always been at the forefront of promoting healthy living, opting for all things natural, staying active and going green. The actor often speaks about what can be done to make our planet more liveable and preserve nature.On the work front, Akshay is one actor who has his hands full. He is the only actor in his league who is working on multiple projects at the same time. Currently, he has films like Sooryavanshi, Laxmmi Bomb, Bachchan Pandey, Prithviraj Chauhan, Housefull 4 and Good News in hand. 

He has already had two releases in this year – Kesari and Mission Mangal. Both films created magic on the box office and garnered moolah.
 ",https://www.timesnownews.com/entertainment/news/people/article/akshay-kumar-shares-photos-of-auto-rickshaw-fitted-with-plants-a-little-bit-of-green-to-take-away-your-blues/490949?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
875,"Truck carrying 20,000 kg of Nutella overturns on US highway","A truck loaded with 44,000 pounds (nearly 20,000 kilograms) of Nutella cocoa spread flipped on a highway in Indiana, US on Monday evening. The truck driver, Chuhar Singh, told the police that the truck flipped after a car in front of the truck slammed its brakes unexpectedly. The highway was closed for about 2.5 hours after the accident.",Times Now,"Lapote County, Indiana: A truck loaded with 44,000 pounds (19,958 kilograms) of Nutella cocoa spread flipped on a highway in Indiana on Monday. The incident happened on I-94 near the Indiana/Michigan border around 9:30 pm.The truck driver, Chuhar Singh, told the Indiana State Police that the truck flipped after a car in front of him slammed its breaks unexpectedly.Singh said that he tried to avoid a collision with the car, however, he lost control of his vehicle. The highway was closed for about 2.5 hours after the accident. Singh was not injured in the incident.""The crash also resulted in the semi losing approximately 150 gallons of diesel in the median,"" the police said in a statement.Take a look:(Image Courtesy: Indiana State Police)(Image Courtesy: Indiana State Police)(Image Courtesy: Indiana State Police)However, this was not the first time that chocolate spilt on the roadway. In January this year, about 3,500 gallons of liquid chocolate rolled over in Arizona.In another incident, an armoured truck's door came open on a Georgia highway spilling $1,75,000 cash across the road in July. Passersby had managed to catch hold of plenty of the spilt cash even before the police arrived. Officers along with the truck crew then gathered a few hundred dollars that were left.The police had said that it was theft of lost or mislaid property and requested people to return the money. ""While we certainly understand the temptation, it's still theft and the money should be returned,"" the police had said. Some people later approached the police to return the money the grabbed from the highway.",https://www.timesnownews.com/the-buzz/article/photos-truck-carrying-44000-pounds-of-nutella-overturns-on-highway/491220?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
876,Paine reveals he played part of 5th Ashes Test with broken thumb,"Australia Test captain Tim Paine has revealed he played a part of the fifth Ashes Test with a broken thumb. He added that his thumb was broken towards the end of the Test. ""[The thumb] is not displaced, so I should be right to get back into training early,"" the 34-year-old wicketkeeper added. England defeated Australia in the fifth Test.",Cricket Australia,"Australia captain Tim Paine has revealed he broke his thumb during the fifth Ashes Test, while he's praised paceman Peter Siddle for bowling through the pain of a hip injury for most of the match.The Test skipper has also revealed he won't be available to play in the KFC BBL this summer as he looks to focus on playing red-ball cricket.England won the fifth Test at The Oval this week to level the five-match series at 2-2, although Australia retained the Ashes urn as the holders of the famous old trophy.To add to the disappointment of losing the match in south London, Paine had to play through the pain of a busted thumb.""My thumb was broken towards the end of that Test but it is not displaced, so I should be right to get back into training early,"" Paine wrote in his column for The Australian.It is not known exactly when or how Paine suffered the injury or whether it's his right or left thumb.The Test skipper was not selected for Tasmania’s opening two Marsh Cup games next week as the majority of Australia’s Ashes squad were given a well-earned break, but he's expected to feature for the Tigers in the lead-up to Australia's first Test of the home summer, against Pakistan in November.Paine famously required seven separate operations on his right index finger after it was broken during an exhibition match in 2010, almost ending his career prematurely.He also suffered a hairline fracture in his right thumb during the Johannesburg Test last year, his first as captainIn his column, Paine also touched on the hip injury suffered by Siddle on the opening day of the Test, which the Victorian hinted at during the match.""Peter Siddle tore a hip flexor bowling on the first morning,"" Paine wrote.""He has copped a bit of criticism for not bowling as well as he we know he can, but the team knows just how heroic he was. A lot of other people wouldn’t have bowled again in the match, but he pushed on because he didn’t want to leave Josh Hazlewood and Pat Cummins to do extra work. He’s a warrior, Sidds, and we love him deeply for that.""Siddle was picked ahead of Mitchell Starc and James Pattinson for the Oval Test and was uncharacteristically expensive on the opening day, conceding 0-61 from 17 overs in the first innings.He also leaked four-runs-an-over in the second innings, although he did pick up the key wickets of Joe Denly for 94 and Jos Buttler for 47.""I hurt my hip early on day one, so it’s been a bit of a graft in the last couple of days,"" Siddle told the BBC after day three.""It’s been hard work, but it’s a Test match, you do what you can do and you stay out there.""It is understood Siddle's injury, like Paine's, is not overly serious and he's expected to be available to play for Victoria next month.Paine said while playing Big Bash cricket for the Hobart Hurricanes is not on his radar for this season, he's keen to return to the 20-over game once his Test career is over.""I’m keen to see just how far we can take this (Test) team and I’ve decided to give up the BBL so I can concentrate on red ball cricket and being in the best place to lead them,"" he wrote.""Being captain is draining and I think I should take every chance to recharge my batteries.""I’ll go back to the BBL when I’m finished, but for now my focus is on my main job.""",https://www.cricket.com.au/news/tim-paine-injury-ashes-broken-thumb-australia-captain-england-bbl-hobart-hurricanes/2019-09-18?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
